O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-3041.00,Gaming Cage Workers,2
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",35-2012.00,"Cooks, Institution and Cafeteria",3
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-9061.00,"Office Clerks, General",4
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-4121.00,"Library Assistants, Clerical",5
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31-9095.00,Pharmacy Aides,6
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-9021.00,Data Entry Keyers,7
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",39-3012.00,Gaming and Sports Book Writers and Runners,8
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-3071.00,Tellers,9
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",41-2012.00,Gaming Change Persons and Booth Cashiers,10
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6012.00,Legal Secretaries,1
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-3021.02,"Billing, Cost, and Rate Clerks",2
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6013.00,Medical Secretaries,3
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-4141.00,New Accounts Clerks,4
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-9041.01,Insurance Claims Clerks,5
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-3051.00,Payroll and Timekeeping Clerks,7
43-6011.00,Executive Secretaries and Executive Administrative Assistants,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",8
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",9
43-6011.00,Executive Secretaries and Executive Administrative Assistants,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",10
43-6012.00,Legal Secretaries,43-9041.01,Insurance Claims Clerks,1
43-6012.00,Legal Secretaries,43-6011.00,Executive Secretaries and Executive Administrative Assistants,2
43-6012.00,Legal Secretaries,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3
43-6012.00,Legal Secretaries,43-9041.02,Insurance Policy Processing Clerks,4
43-6012.00,Legal Secretaries,29-2071.00,Medical Records and Health Information Technicians,5
43-6012.00,Legal Secretaries,43-3071.00,Tellers,6
43-6012.00,Legal Secretaries,43-3021.01,Statement Clerks,7
43-6012.00,Legal Secretaries,43-4131.00,Loan Interviewers and Clerks,8
43-6012.00,Legal Secretaries,43-4011.00,Brokerage Clerks,9
43-6012.00,Legal Secretaries,43-4031.03,License Clerks,10
43-6013.00,Medical Secretaries,43-6011.00,Executive Secretaries and Executive Administrative Assistants,1
43-6013.00,Medical Secretaries,43-4031.01,Court Clerks,2
43-6013.00,Medical Secretaries,43-9061.00,"Office Clerks, General",3
43-6013.00,Medical Secretaries,43-4171.00,Receptionists and Information Clerks,4
43-6013.00,Medical Secretaries,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",5
43-6013.00,Medical Secretaries,43-3021.02,"Billing, Cost, and Rate Clerks",6
43-6013.00,Medical Secretaries,43-6012.00,Legal Secretaries,7
43-6013.00,Medical Secretaries,43-4141.00,New Accounts Clerks,8
43-6013.00,Medical Secretaries,43-3051.00,Payroll and Timekeeping Clerks,9
43-6013.00,Medical Secretaries,43-4051.00,Customer Service Representatives,10
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-9041.01,Insurance Claims Clerks,2
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6012.00,Legal Secretaries,3
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-4031.03,License Clerks,4
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-3051.00,Payroll and Timekeeping Clerks,5
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-4031.01,Court Clerks,6
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6011.00,Executive Secretaries and Executive Administrative Assistants,7
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-4131.00,Loan Interviewers and Clerks,8
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-4171.00,Receptionists and Information Clerks,9
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-3061.00,Procurement Clerks,10
43-9011.00,Computer Operators,27-4012.00,Broadcast Technicians,1
43-9011.00,Computer Operators,17-3029.09,Manufacturing Production Technicians,2
43-9011.00,Computer Operators,29-2011.03,Histotechnologists and Histologic Technicians,3
43-9011.00,Computer Operators,45-2011.00,Agricultural Inspectors,4
43-9011.00,Computer Operators,33-3021.02,Police Identification and Records Officers,5
43-9011.00,Computer Operators,29-2099.01,Neurodiagnostic Technologists,6
43-9011.00,Computer Operators,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",7
43-9011.00,Computer Operators,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,8
43-9011.00,Computer Operators,19-4011.02,Food Science Technicians,9
43-9011.00,Computer Operators,51-8092.00,Gas Plant Operators,10
43-9021.00,Data Entry Keyers,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1
43-9021.00,Data Entry Keyers,51-3092.00,Food Batchmakers,2
43-9021.00,Data Entry Keyers,43-3041.00,Gaming Cage Workers,3
43-9021.00,Data Entry Keyers,31-9094.00,Medical Transcriptionists,4
43-9021.00,Data Entry Keyers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",5
43-9021.00,Data Entry Keyers,43-3021.02,"Billing, Cost, and Rate Clerks",6
43-9021.00,Data Entry Keyers,43-6012.00,Legal Secretaries,7
43-9021.00,Data Entry Keyers,43-9061.00,"Office Clerks, General",8
43-9021.00,Data Entry Keyers,51-2023.00,Electromechanical Equipment Assemblers,9
43-9021.00,Data Entry Keyers,43-3071.00,Tellers,10
43-9022.00,Word Processors and Typists,43-4171.00,Receptionists and Information Clerks,1
43-9022.00,Word Processors and Typists,41-2011.00,Cashiers,2
43-9022.00,Word Processors and Typists,43-9041.02,Insurance Policy Processing Clerks,3
43-9022.00,Word Processors and Typists,41-2012.00,Gaming Change Persons and Booth Cashiers,4
43-9022.00,Word Processors and Typists,43-9061.00,"Office Clerks, General",5
43-9022.00,Word Processors and Typists,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",6
43-9022.00,Word Processors and Typists,43-3021.02,"Billing, Cost, and Rate Clerks",7
43-9022.00,Word Processors and Typists,43-3071.00,Tellers,8
43-9022.00,Word Processors and Typists,43-4041.02,Credit Checkers,9
43-9022.00,Word Processors and Typists,43-4031.01,Court Clerks,10
43-9031.00,Desktop Publishers,17-3011.01,Architectural Drafters,1
43-9031.00,Desktop Publishers,27-1027.00,Set and Exhibit Designers,2
43-9031.00,Desktop Publishers,27-1014.00,Multimedia Artists and Animators,3
43-9031.00,Desktop Publishers,27-4032.00,Film and Video Editors,4
43-9031.00,Desktop Publishers,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",5
43-9031.00,Desktop Publishers,51-6092.00,Fabric and Apparel Patternmakers,6
43-9031.00,Desktop Publishers,27-4021.00,Photographers,7
43-9031.00,Desktop Publishers,27-4012.00,Broadcast Technicians,8
43-9031.00,Desktop Publishers,17-3011.02,Civil Drafters,9
43-9031.00,Desktop Publishers,17-1012.00,Landscape Architects,10
43-9041.01,Insurance Claims Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1
43-9041.01,Insurance Claims Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",2
43-9041.01,Insurance Claims Clerks,43-6012.00,Legal Secretaries,3
43-9041.01,Insurance Claims Clerks,43-9041.02,Insurance Policy Processing Clerks,4
43-9041.01,Insurance Claims Clerks,43-4031.03,License Clerks,5
43-9041.01,Insurance Claims Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6
43-9041.01,Insurance Claims Clerks,13-2082.00,Tax Preparers,7
43-9041.01,Insurance Claims Clerks,43-4131.00,Loan Interviewers and Clerks,8
43-9041.01,Insurance Claims Clerks,43-3071.00,Tellers,9
43-9041.01,Insurance Claims Clerks,43-4141.00,New Accounts Clerks,10
43-9041.02,Insurance Policy Processing Clerks,43-9041.01,Insurance Claims Clerks,1
43-9041.02,Insurance Policy Processing Clerks,43-3011.00,Bill and Account Collectors,2
43-9041.02,Insurance Policy Processing Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",3
43-9041.02,Insurance Policy Processing Clerks,43-6012.00,Legal Secretaries,4
43-9041.02,Insurance Policy Processing Clerks,13-2082.00,Tax Preparers,5
43-9041.02,Insurance Policy Processing Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",6
43-9041.02,Insurance Policy Processing Clerks,43-4171.00,Receptionists and Information Clerks,7
43-9041.02,Insurance Policy Processing Clerks,43-4041.01,Credit Authorizers,8
43-9041.02,Insurance Policy Processing Clerks,43-4031.03,License Clerks,9
43-9041.02,Insurance Policy Processing Clerks,43-3051.00,Payroll and Timekeeping Clerks,10
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-6031.00,Sewing Machine Operators,1
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-9198.00,Helpers--Production Workers,3
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",39-3021.00,Motion Picture Projectionists,4
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-9031.00,"Cutters and Trimmers, Hand",5
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-4121.07,Solderers and Brazers,6
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-6011.00,Laundry and Dry-Cleaning Workers,7
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",8
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-4071.00,File Clerks,10
43-9061.00,"Office Clerks, General",43-4171.00,Receptionists and Information Clerks,1
43-9061.00,"Office Clerks, General",43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2
43-9061.00,"Office Clerks, General",43-3041.00,Gaming Cage Workers,3
43-9061.00,"Office Clerks, General",39-3012.00,Gaming and Sports Book Writers and Runners,4
43-9061.00,"Office Clerks, General",43-2021.00,Telephone Operators,5
43-9061.00,"Office Clerks, General",43-3071.00,Tellers,6
43-9061.00,"Office Clerks, General",43-3021.02,"Billing, Cost, and Rate Clerks",7
43-9061.00,"Office Clerks, General",29-2071.00,Medical Records and Health Information Technicians,8
43-9061.00,"Office Clerks, General",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",9
43-9061.00,"Office Clerks, General",43-4031.01,Court Clerks,10
43-9071.00,"Office Machine Operators, Except Computer",53-7063.00,Machine Feeders and Offbearers,1
43-9071.00,"Office Machine Operators, Except Computer",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2
43-9071.00,"Office Machine Operators, Except Computer",51-9195.07,Molding and Casting Workers,3
43-9071.00,"Office Machine Operators, Except Computer",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",4
43-9071.00,"Office Machine Operators, Except Computer",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",5
43-9071.00,"Office Machine Operators, Except Computer",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",6
43-9071.00,"Office Machine Operators, Except Computer",51-9031.00,"Cutters and Trimmers, Hand",7
43-9071.00,"Office Machine Operators, Except Computer",51-9151.00,Photographic Process Workers and Processing Machine Operators,8
43-9071.00,"Office Machine Operators, Except Computer",51-3092.00,Food Batchmakers,9
43-9071.00,"Office Machine Operators, Except Computer",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",10
43-9081.00,Proofreaders and Copy Markers,43-3061.00,Procurement Clerks,1
43-9081.00,Proofreaders and Copy Markers,23-2091.00,Court Reporters,2
43-9081.00,Proofreaders and Copy Markers,43-4031.02,Municipal Clerks,3
43-9081.00,Proofreaders and Copy Markers,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4
43-9081.00,Proofreaders and Copy Markers,43-6012.00,Legal Secretaries,5
43-9081.00,Proofreaders and Copy Markers,43-3021.02,"Billing, Cost, and Rate Clerks",6
43-9081.00,Proofreaders and Copy Markers,13-2082.00,Tax Preparers,7
43-9081.00,Proofreaders and Copy Markers,43-6011.00,Executive Secretaries and Executive Administrative Assistants,8
43-9081.00,Proofreaders and Copy Markers,41-3041.00,Travel Agents,9
43-9081.00,Proofreaders and Copy Markers,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",10
43-9111.00,Statistical Assistants,15-2041.02,Clinical Data Managers,1
43-9111.00,Statistical Assistants,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2
43-9111.00,Statistical Assistants,15-1141.00,Database Administrators,3
43-9111.00,Statistical Assistants,15-2011.00,Actuaries,4
43-9111.00,Statistical Assistants,17-3031.02,Mapping Technicians,5
43-9111.00,Statistical Assistants,19-4061.00,Social Science Research Assistants,6
43-9111.00,Statistical Assistants,13-1161.00,Market Research Analysts and Marketing Specialists,7
43-9111.00,Statistical Assistants,15-1132.00,"Software Developers, Applications",8
43-9111.00,Statistical Assistants,19-4041.01,Geophysical Data Technicians,9
43-9111.00,Statistical Assistants,13-1081.02,Logistics Analysts,10
45-1011.05,First-Line Supervisors of Logging Workers,53-1011.00,Aircraft Cargo Handling Supervisors,1
45-1011.05,First-Line Supervisors of Logging Workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,2
45-1011.05,First-Line Supervisors of Logging Workers,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,3
45-1011.05,First-Line Supervisors of Logging Workers,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",4
45-1011.05,First-Line Supervisors of Logging Workers,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,5
45-1011.05,First-Line Supervisors of Logging Workers,53-5021.02,"Mates- Ship, Boat, and Barge",6
45-1011.05,First-Line Supervisors of Logging Workers,53-5021.01,Ship and Boat Captains,7
45-1011.05,First-Line Supervisors of Logging Workers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,8
45-1011.05,First-Line Supervisors of Logging Workers,19-4093.00,Forest and Conservation Technicians,9
45-1011.05,First-Line Supervisors of Logging Workers,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,10
45-1011.06,First-Line Supervisors of Aquacultural Workers,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,1
45-1011.06,First-Line Supervisors of Aquacultural Workers,11-9013.03,Aquacultural Managers,2
45-1011.06,First-Line Supervisors of Aquacultural Workers,19-4093.00,Forest and Conservation Technicians,3
45-1011.06,First-Line Supervisors of Aquacultural Workers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",4
45-1011.06,First-Line Supervisors of Aquacultural Workers,33-2021.01,Fire Inspectors,5
45-1011.06,First-Line Supervisors of Aquacultural Workers,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",6
45-1011.06,First-Line Supervisors of Aquacultural Workers,11-9013.01,Nursery and Greenhouse Managers,7
